"Adresse","Nombre de mots","Nombre de phrases","Moyenne de mots par phrase","Score de lisibilité de Flesch","Lisibilité","Quasi-doublon le plus proche","Nombre de quasi-doublons","Adresse sémantiquement similaire la plus proche","Score de similarité sémantique","Nbre sémantiquement similaires","Score de pertinence sémantique","Total des erreurs de langue","Erreurs d'orthographe","Erreurs de grammaire","Language","Hachage","Indexabilité","Statut d'indexabilité"
"https://www.promovacances.com/vacances/vacances-en-famille/vacances-en-famille-maroc/theme,28/pays,149/ville,/","1742","510","3,416","100,000","Très facile","","","","","","","","","","fr","17115e1358bcde801aad0befa32b56de","Indexable",""
"https://www.promovacances.com/vacances/vacances-en-famille/vacances-en-famille-vietnam/theme,28/pays,224/ville,/","990","260","3,808","100,000","Très facile","","","","","","","","","","fr","ef30e4e21f48245a6833d122cced2a87","Indexable",""
"https://www.promovacances.com/vacances/vacances-en-famille/vacances-en-famille-madere/theme,28/pays,143/ville,/","1586","457","3,470","100,000","Très facile","","","","","","","","","","fr","dda45a683d0481064909097ab422da01","Indexable",""
"https://www.promovacances.com/vacances/vacances-en-famille/vacances-en-famille-phuket/theme,28/pays,256/ville,/","1747","464","3,765","100,000","Très facile","","","","","","","","","","fr","8e1724993743fe74ff84e484e1c7c471","Indexable",""
"https://www.promovacances.com/vacances/vacances-en-famille/vacances-en-famille-ile-maurice/theme,28/pays,116/ville,/","1800","512","3,516","100,000","Très facile","","","","","","","","","","fr","e55891c75a3746d7cd13942c6c7fafc7","Indexable",""
"https://www.promovacances.com/vacances/vacances-en-famille/vacances-en-famille-izmir/theme,28/pays,220/ville,898/","1691","487","3,472","100,000","Très facile","","","","","","","","","","fr","6b31f3b00c3dc15b023b7e4d33a49b20","Indexable",""
"https://www.promovacances.com/vacances/vacances-en-famille/vacances-en-famille-oman/theme,28/pays,166/ville,/","971","286","3,395","100,000","Très facile","","","","","","","","","","fr","8f82f039246f6d5c413da8de8e178dee","Indexable",""
"https://www.promovacances.com/vacances/vacances-en-famille/vacances-en-famille-tahiti/theme,28/pays,211/ville,/","293","57","5,140","70,820","Assez facile","","","","","","","","","","fr","f20c342bf9e85318d26fedd3b8c47fdc","Indexable",""
"https://www.promovacances.com/vacances/vacances-en-famille/vacances-en-famille-crete/theme,28/pays,54/ville,/","1790","517","3,462","100,000","Très facile","","","","","","","","","","fr","6605de4e1c6498e0a8c7a97999d25603","Indexable",""
"https://www.promovacances.com/vacances/vacances-en-famille/vacances-en-famille-grece/theme,28/pays,97/ville,/","1857","529","3,510","100,000","Très facile","","","","","","","","","","fr","331844601e9f169dc763eb250e277d68","Indexable",""
"https://www.promovacances.com/france/location-vacances-occitanie/","2439","557","4,379","80,607","Facile","","","","","","","","","","fr","b59f8847f09ae8f65fa9e3cfd23d7eea","Indexable",""
"https://www.promovacances.com/vacances/vacances-en-famille/vacances-en-famille-tunis/theme,28/pays,219/ville,1485/","1777","512","3,471","100,000","Très facile","","","","","","","","","","fr","2a3b185e22e74c2ecf973d29e121a875","Indexable",""
