"Adresse","Code HTTP","Title 1"
"https://www.infopro-digital.com/terms-and-conditions/subscriptions/","200","SUBSCRIPTIONS - Infopro Digital"
"https://www.infopro-digital.com/terms-and-conditions/creative-services/","200","CREATIVE SERVICES - Infopro Digital"
"https://www.infopro-digital.com/terms-and-conditions/chartis-membership-terms-and-conditions/","200","CHARTIS MEMBERSHIP – TERMS AND CONDITIONS - Infopro Digital"
"https://www.infopro-digital.com/terms-and-conditions/webinar/","200","WEBINAR - Infopro Digital"
"https://www.infopro-digital.com/terms-and-conditions/event-admission/","200","EVENT ADMISSION - Infopro Digital"
"https://www.infopro-digital.com/terms-and-conditions/exhibitor-agreement/","200","EXHIBITOR AGREEMENT - Infopro Digital"
"https://www.infopro-digital.com/app/uploads/sites/2/2024/07/cgv-infopro-digital-etudes-07-2024-en.pdf","200",""
"https://www.infopro-digital.com/terms-and-conditions/sponsorship/","200","SPONSORSHIP  - Infopro Digital"
"https://www.infopro-digital.com/app/uploads/sites/2/2025/10/cgv-service-ipd-leads-1510-2025-fr.pdf","200",""
"https://www.infopro-digital.com/app/uploads/sites/2/2024/07/cgv-ipdata-07-2024-en.pdf","200",""
"https://www.infopro-digital.com/app/uploads/sites/2/2025/08/cgv-editionsargus-20250807.pdf","200",""
"https://www.infopro-digital.com/terms-and-conditions/books/","200","BOOKS - Infopro Digital"
"https://www.infopro-digital.com/app/uploads/sites/2/2025/12/cgv-territorial-editions-20251202.pdf","200",""
"https://www.infopro-digital.com/rgpd-gdpr/pt/","301",""
"https://www.infopro-digital.com/financial-contact-us/","200","Contact us - Infopro Digital"
"https://www.infopro-digital.com/forgot-your-password-2/","200","Forgot your password? - Infopro Digital"
"https://www.infopro-digital.com/fr/carrieres/job-board/11637-mitarbeiter-m-w-d-personalabteilung/","200","Mitarbeiter (m/w/d) Personalabteilung - Infopro Digital"
"https://www.infopro-digital.com/fr/carrieres/job-board/11635-head-of-client-and-sales-marketing/","200","Head of Marketing - Infopro Digital"
"https://www.infopro-digital.com/fr/carrieres/job-board/11584-charg-de-missions-it-f-h-x/","200","IT Documentation Specialist (F/H/X) - Infopro Digital"
"https://www.infopro-digital.com/fr/carrieres/job-board/11639-contract-administrator-m-f-d-sourcing-partnerships/","200","Contract Administrator (m/f/d) – Sourcing & Partnerships - Infopro Digital"
"https://www.infopro-digital.com/fr/carrieres/job-board/11554-product-manager-h-f-x/","200","Customer Success Manager (H/F/X) - Infopro Digital"
"https://www.infopro-digital.com/fr/carrieres/job-board/11371-acheteur-facility-management-et-mobilit-f-h-x/","200","Acheteur facility management et mobilité (F/H/X) - Infopro Digital"
"https://www.infopro-digital.com/fr/carrieres/job-board/11641-responsable-marketing-f-h-x/","200","Responsable marketing (F/H/X) - Infopro Digital"
"https://www.infopro-digital.com/fr/carrieres/job-board/11630-charg-de-projet-logistique-f-h-x/","200","Chargé de projet logistique (F/H/X) - Infopro Digital"
"https://www.infopro-digital.com/app/uploads/sites/2/2025/10/rapport-esg-infopro-digital-2024.pdf","200","Rapport environnemental, sociétal et de gouvernance 2024 infoprodigital"
"https://www.infopro-digital.com/fr/carrieres/job-board/11369-acheteur-service-f-h-x/","200","Acheteur service (F/H/X) - Infopro Digital"
"https://www.infopro-digital.com/fr/carrieres/job-board/11616-credit-manager-pr-contentieux-international-f-h-x/","200","Credit manager précontentieux International (F/H/X) - Infopro Digital"
"https://www.infopro-digital.com/fr/notre-politique-environnementale/","200","Notre politique environnementale - Infopro Digital"
